"OOR Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name (ELF)","ELF Code","Official Organizational Role (OOR)","Language","Language Code (ISO 639-1)","OOR Transliterated name (per ISO 01-140-10)","Abbreviations OOR Local language","Abbreviations OOR transliterated","Date created YYYY-MM-DD (ISO 8601)","OOR Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason","Applicable legislation / regulation"
"DIWYAR","Switzerland","CH","","","Gesellschaft mit beschränkter Haftung","3EKS","Geschäftsführer","German","de","Geschäftsführer","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.809"
"DIWYAR","Switzerland","CH","","","Società a garanzia limitata","3EKS","Gerente","Italian","it","Gerente","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.809"
"DYAOED","Switzerland","CH","","","Fondation","2JZ4","Organe de révision","French","fr","Organe de révision","","","2023-06-28","ACTV","","","","Code civil suisse du 10 décembre 1907 (Etat le 1er janvier 2021) - Art.83b"
"DYAOED","Switzerland","CH","","","Stiftung","2JZ4","Revisionsstelle","German","de","Revisionsstelle","","","2023-06-28","ACTV","","","","Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 (Stand am 1. Januar 2021) - Art.83b"
"DYAOED","Switzerland","CH","","","Fondazione","2JZ4","Ufficio di revisione","Italian","it","Ufficio di revisione","","","2023-06-28","ACTV","","","","Codice civile svizzero del 10 dicembre 1907 (Stato 1° gennaio 2021) - Art.83b"
"EWZ8HD","Switzerland","CH","","","Fondation","2JZ4","[Membre de] L’organe suprême de la fondation","French","fr","[Membre de] L’organe suprême de la fondation","","","2023-06-28","ACTV","","","","Code civil suisse du 10 décembre 1907 (Etat le 1er janvier 2021) - Art.83b"
"EWZ8HD","Switzerland","CH","","","Stiftung","2JZ4","[Mitglied des] Oberste[n] Stiftungsorgan[s]","German","de","[Mitglied des] Oberste[n] Stiftungsorgan[s]","","","2023-06-28","ACTV","","","","Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 (Stand am 1. Januar 2021) - Art.83b"
"EWZ8HD","Switzerland","CH","","","Fondazione","2JZ4","[Membro di] l’organo superiore della fondazione","Italian","it","[Membro di] l’organo superiore della fondazione","","","2023-06-28","ACTV","","","","Codice civile svizzero del 10 dicembre 1907 (Stato 1° gennaio 2021) - Art.83b"
"GV4RSJ","Switzerland","CH","","","Société anonyme","MVII","Membre du conseil d’administration","French","fr","Membre du conseil d’administration","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.707"
"GV4RSJ","Switzerland","CH","","","Aktiengesellschaft","MVII","Mitglied des Verwaltungsrat der Gesellschaft","German","de","Mitglied des Verwaltungsrat der Gesellschaft","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.707"
"GV4RSJ","Switzerland","CH","","","Società anonima","MVII","Membro di consiglio d’amministrazione","Italian","it","Membro di consiglio d’amministrazione","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.707"
"HBF4SK","Switzerland","CH","","","Société anonyme","MVII","Représentant indépendant","French","fr","Représentant indépendant","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.689"
"HBF4SK","Switzerland","CH","","","Aktiengesellschaft","MVII","Unabhängige Stimmrechtsvertrete","German","de","Unabhängige Stimmrechtsvertrete","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.689"
"HBF4SK","Switzerland","CH","","","Società anonima","MVII","Rappresentante indipendente","Italian","it","Rappresentante indipendente","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.689"
"HOAP51","Switzerland","CH","","","Société à responsabilité limitée","3EKS","Usufruitier","French","fr","Usufruitier","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.806b"
"HOAP51","Switzerland","CH","","","Gesellschaft mit beschränkter Haftung","3EKS","Nutzniesser","German","de","Nutzniesser","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.806b"
"HOAP51","Switzerland","CH","","","Società a garanzia limitata","3EKS","Usufrutto","Italian","it","Usufrutto","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.806b"
"JYC364","Switzerland","CH","","","Société anonyme","MVII","Curateur","French","fr","Curateur","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.725a"
"JYC364","Switzerland","CH","","","Aktiengesellschaft","MVII","Sachwalter","German","de","Sachwalter","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.725a"
"JYC364","Switzerland","CH","","","Società anonima","MVII","Commissario","Italian","it","Commissario","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.725a"
"MLVNXU","Switzerland","CH","","","Fonds","FLNB","Actionnaire","French","fr","Actionnaire","","","2023-06-28","ACTV","","","","Loi fédérale, sur les placements collectifs de capitaux, (Loi sur les placements collectifs, LPCC), du 23 juin 2006 (Etat le 1er janvier 2020) - Art.41"
"MLVNXU","Switzerland","CH","","","Fonds","FLNB","Unternehmeraktionärinnen und -aktionäre","German","de","Unternehmer Aktionär / Aktionär","","","2023-06-28","ACTV","","","","Bundesgesetz über die kollektiven Kapitalanlagen (Kollektivanlagengesetz, KAG) vom 23. Juni 2006 (Stand am 1. Januar 2020) - Art.41"
"MLVNXU","Switzerland","CH","","","Fondo","FLNB","Azionista","Italian","it","Azionista","","","2023-06-28","ACTV","","","","Legge federale sugli investimenti collettivi di capitale (Legge sugli investimenti collettivi, LICol) del 23 giugno 2006 (Stato 1° gennaio 2020) - Art.41"
"NFHSCS","Switzerland","CH","","","Société à responsabilité limitée","3EKS","Liquidateur","French","fr","Liquidateur","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.826"
"NFHSCS","Switzerland","CH","","","Gesellschaft mit beschränkter Haftung","3EKS","Liquidator","German","de","Liquidator","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.826"
"NFHSCS","Switzerland","CH","","","Società a garanzia limitata","3EKS","Liquidatore","Italian","it","Liquidatore","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.826"
"RSGCDV","Switzerland","CH","","","Société anonyme","MVII","Liquidateur","French","fr","Liquidateur","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.740"
"RSGCDV","Switzerland","CH","","","Aktiengesellschaft","MVII","Liquidator","German","de","Liquidator","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.740"
"RSGCDV","Switzerland","CH","","","Società anonima","MVII","Liquidatore","Italian","it","Liquidatore","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.740"
"S7E6SG","Switzerland","CH","","","Fondation","2JZ4","Fondateur","French","fr","Fondateur","","","2023-06-28","ACTV","","","","Code civil suisse du 10 décembre 1907 (Etat le 1er janvier 2021) - Art.81"
"S7E6SG","Switzerland","CH","","","Stiftung","2JZ4","Stifter","German","de","Stifter","","","2023-06-28","ACTV","","","","Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 (Stand am 1. Januar 2021) - Art.81"
"S7E6SG","Switzerland","CH","","","Fondazione","2JZ4","Fondatore","Italian","it","Fondatore","","","2023-06-28","ACTV","","","","Codice civile svizzero del 10 dicembre 1907 (Stato 1° gennaio 2021) - Art.81"
"SD3IEC","Switzerland","CH","","","Société anonyme","MVII","Membre d’un organe de la société (Organe)","French","fr","Membre d’un organe de la société (Organe)","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.689"
"SD3IEC","Switzerland","CH","","","Aktiengesellschaft","MVII","Organvertreter","German","de","Organvertreter","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.689"
"SD3IEC","Switzerland","CH","","","Società anonima","MVII","Membro di un organo della società","Italian","it","Membro di un organo della società","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.689"
"SGF5C3","Switzerland","CH","","","Société à responsabilité limitée","3EKS","Fondateur","French","fr","Fondateur","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.777"
"SGF5C3","Switzerland","CH","","","Gesellschaft mit beschränkter Haftung","3EKS","Grűnder","German","de","Grűnder","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.777"
"SGF5C3","Switzerland","CH","","","Società a garanzia limitata","3EKS","Promotoro","Italian","it","Promotoro","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.777"
"SORBMB","Switzerland","CH","","","Société anonyme","MVII","Président","French","fr","Président","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.712"
"SORBMB","Switzerland","CH","","","Aktiengesellschaft","MVII","Präsident","German","de","Präsident","","","2023-06-28","ACTV","","","","Bundesgesetz betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht) vom 30. März 1911 (Stand am 1. Juli 2021) - Art.712"
"SORBMB","Switzerland","CH","","","Società anonima","MVII","Presidente","Italian","it","Presidente","","","2023-06-28","ACTV","","","","Legge federale di complemento del Codice civile svizzero (Libro quinto: Diritto delle obbligazioni) del 30 marzo 1911 (Stato 1° luglio 2021) - Art.712"
"UXZPKZ","Switzerland","CH","","","Société anonyme","MVII","Fondateur","French","fr","Fondateur","","","2023-06-28","ACTV","","","","Loi fédérale complétant le Code civil suisse (Livre cinquième: Droit des obligations) du 30 mars 1911 (Etat le 1er juillet 2021) - Art.635"
